Datetime,Longitude_X,Latitude_Y,Zone_ID
2016-02-01 08:27:16 +08:00,121.580142,25.076752,9
2016-02-01 08:27:22 +08:00,121.589105,25.083556,13
2016-02-01 08:27:47 +08:00,121.597864,25.078579,18
2016-02-01 08:28:29 +08:00,121.598808,25.062813,20
2016-02-01 08:28:37 +08:00,121.577953,25.080787,8
2016-02-01 08:29:07 +08:00,121.590828,25.067670,14
2016-02-01 08:29:30 +08:00,121.594150,25.083379,13
2016-02-01 08:29:39 +08:00,121.561263,25.084574,3
2016-02-01 08:29:53 +08:00,121.583439,25.078224,13
2016-02-01 08:30:38 +08:00,121.566409,25.082153,3
2016-02-01 08:30:40 +08:00,121.589652,25.087095,13
2016-02-01 08:31:04 +08:00,121.575531,25.081416,8
2016-02-01 08:31:28 +08:00,121.583534,25.089702,13
2016-02-01 08:31:41 +08:00,121.590542,25.060073,15
2016-02-01 08:31:57 +08:00,121.563788,25.054022,5
2016-02-01 08:32:03 +08:00,121.564350,25.058779,5
2016-02-01 08:33:05 +08:00,121.578213,25.078704,8
